OBJECTID,FKLPROVID,SPROVINCE,FKLMUNICID,SMUNICIPAL,FKLWARDID,PKLVDNUMBE
9471,4.00000,KwaZulu-Natal,4445.00000,KZN274 - Hlabisa [Somkele],52704006.00000,43410316.00000
9472,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702019.00000,43410327.00000
9473,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701012.00000,43410338.00000
9474,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701011.00000,43410361.00000
9475,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701010.00000,43410372.00000
9476,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701001.00000,43410383.00000
9477,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701017.00000,43410394.00000
9478,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701004.00000,43410406.00000
9479,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701004.00000,43410417.00000
9480,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701004.00000,43410428.00000
9481,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701008.00000,43410439.00000
9482,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702012.00000,43410440.00000
9483,4.00000,KwaZulu-Natal,4445.00000,KZN274 - Hlabisa [Somkele],52704006.00000,43410451.00000
9484,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702011.00000,43410462.00000
9485,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702001.00000,43410473.00000
9486,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701015.00000,43410484.00000
9487,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701003.00000,43410495.00000
9488,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702011.00000,43410507.00000
9489,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701007.00000,43410518.00000
9490,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701003.00000,43410529.00000
9491,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701002.00000,43410530.00000
9492,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701003.00000,43410541.00000
9493,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702008.00000,43410552.00000
9494,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702008.00000,43410563.00000
9495,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702006.00000,43410574.00000
9496,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701015.00000,43410585.00000
9497,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702007.00000,43410596.00000
9498,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702004.00000,43410619.00000
9499,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702002.00000,43410620.00000
9500,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701007.00000,43410631.00000
9501,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701007.00000,43410642.00000
9502,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702003.00000,43410664.00000
9503,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702003.00000,43410675.00000
9504,4.00000,KwaZulu-Natal,4444.00000,KZN273 - The Big 5 False Bay [Hluhluwe],52703004.00000,43410686.00000
9505,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701003.00000,43410697.00000
9506,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702001.00000,43410709.00000
9507,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806003.00000,43410710.00000
9508,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806003.00000,43410721.00000
9509,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806001.00000,43410732.00000
9510,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806002.00000,43410743.00000
9511,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806001.00000,43410754.00000
9512,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806003.00000,43410765.00000
9513,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806002.00000,43410776.00000
9514,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806002.00000,43410787.00000
9515,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806010.00000,43410798.00000
9516,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806003.00000,43410800.00000
9517,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806002.00000,43410811.00000
9518,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806008.00000,43410822.00000
9519,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806008.00000,43410833.00000
9520,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806008.00000,43410844.00000
9521,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806009.00000,43410855.00000
9522,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806009.00000,43410866.00000
9523,4.00000,KwaZulu-Natal,4430.00000,KZN245 - Umvoti [Greytown],52405005.00000,43410877.00000
9524,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806009.00000,43410888.00000
9525,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806009.00000,43410899.00000
9526,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806003.00000,43410901.00000
9527,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806001.00000,43410912.00000
9528,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806001.00000,43410923.00000
9529,4.00000,KwaZulu-Natal,4430.00000,KZN245 - Umvoti [Greytown],52405006.00000,43410934.00000
9530,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806012.00000,43410945.00000
9531,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806013.00000,43410956.00000
9532,4.00000,KwaZulu-Natal,4430.00000,KZN245 - Umvoti [Greytown],52405006.00000,43410967.00000
9533,4.00000,KwaZulu-Natal,4430.00000,KZN245 - Umvoti [Greytown],52405006.00000,43410978.00000
9534,4.00000,KwaZulu-Natal,4430.00000,KZN245 - Umvoti [Greytown],52405006.00000,43410989.00000
9535,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806013.00000,43410990.00000
9536,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806008.00000,43411003.00000
9537,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806012.00000,43411025.00000
9538,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806010.00000,43411036.00000
9539,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806010.00000,43411047.00000
9540,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806010.00000,43411058.00000
9541,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806010.00000,43411069.00000
9542,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806004.00000,43411070.00000
9543,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806004.00000,43411081.00000
9544,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806001.00000,43411092.00000
9545,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806005.00000,43411115.00000
9546,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806005.00000,43411126.00000
9547,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806005.00000,43411137.00000
9548,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806006.00000,43411148.00000
9549,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806013.00000,43411159.00000
9550,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806013.00000,43411160.00000
9551,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806014.00000,43411171.00000
9552,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806007.00000,43411182.00000
9553,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806006.00000,43411193.00000
9554,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806011.00000,43411205.00000
9555,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806006.00000,43411216.00000
9556,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806007.00000,43411227.00000
9557,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806006.00000,43411238.00000
9558,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806007.00000,43411249.00000
9559,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804001.00000,43411250.00000
9560,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806014.00000,43411261.00000
9561,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806014.00000,43411272.00000
9562,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806014.00000,43411283.00000
9563,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804002.00000,43411294.00000
9564,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806014.00000,43411306.00000
9565,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804002.00000,43411317.00000
9566,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804002.00000,43411328.00000
9567,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804002.00000,43411339.00000
9568,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804001.00000,43411340.00000
9569,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804001.00000,43411351.00000
9570,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804003.00000,43411362.00000
9571,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804007.00000,43411373.00000
9572,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804004.00000,43411384.00000
9573,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804005.00000,43411395.00000
9574,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804004.00000,43411407.00000
9575,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804004.00000,43411418.00000
9576,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804005.00000,43411429.00000
9577,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804003.00000,43411430.00000
9578,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804007.00000,43411452.00000
9579,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804007.00000,43411463.00000
9580,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804015.00000,43411474.00000
9581,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804006.00000,43411485.00000
9582,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804015.00000,43411496.00000
9583,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804015.00000,43411508.00000
9584,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806007.00000,43411519.00000
9585,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804001.00000,43411520.00000
9586,4.00000,KwaZulu-Natal,4454.00000,KZN286 - Nkandla [Nkandla],52806007.00000,43411531.00000
9587,4.00000,KwaZulu-Natal,4453.00000,KZN285 - Mthonjaneni [Melmoth],52805003.00000,43411542.00000
9588,4.00000,KwaZulu-Natal,4453.00000,KZN285 - Mthonjaneni [Melmoth],52805003.00000,43411553.00000
9589,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804008.00000,43411564.00000
9590,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804008.00000,43411575.00000
9591,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804008.00000,43411586.00000
9592,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804009.00000,43411597.00000
9593,4.00000,KwaZulu-Natal,4453.00000,KZN285 - Mthonjaneni [Melmoth],52805003.00000,43411609.00000
9594,4.00000,KwaZulu-Natal,4453.00000,KZN285 - Mthonjaneni [Melmoth],52805006.00000,43411610.00000
9595,4.00000,KwaZulu-Natal,4453.00000,KZN285 - Mthonjaneni [Melmoth],52805006.00000,43411621.00000
9596,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804026.00000,43411632.00000
9597,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804009.00000,43411643.00000
9598,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901010.00000,43411654.00000
9599,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804015.00000,43411665.00000
9600,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901006.00000,43411698.00000
9601,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901006.00000,43411700.00000
9602,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804018.00000,43411711.00000
9603,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804005.00000,43411722.00000
9604,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804003.00000,43411733.00000
9605,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804005.00000,43411744.00000
9606,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804005.00000,43411755.00000
9607,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804006.00000,43411766.00000
9608,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804006.00000,43411777.00000
9609,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901005.00000,43411788.00000
9610,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901005.00000,43411799.00000
9611,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901007.00000,43411801.00000
9612,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701015.00000,43411812.00000
9613,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901011.00000,43411823.00000
9614,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804005.00000,43411845.00000
9615,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901012.00000,43411856.00000
9616,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901012.00000,43411867.00000
9617,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901005.00000,43411878.00000
9618,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701005.00000,43411889.00000
9619,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901011.00000,43411890.00000
9620,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701005.00000,43411902.00000
9621,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901016.00000,43411913.00000
9622,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901002.00000,43411924.00000
9623,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901009.00000,43411935.00000
9624,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901002.00000,43411946.00000
9625,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901009.00000,43411957.00000
9626,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901008.00000,43411968.00000
9627,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901002.00000,43411979.00000
9628,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901008.00000,43411980.00000
9629,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901001.00000,43411991.00000
9630,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901001.00000,43412004.00000
9631,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901001.00000,43412015.00000
9632,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804018.00000,43412026.00000
9633,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804019.00000,43412037.00000
9634,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804025.00000,43412048.00000
9635,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802028.00000,43412059.00000
9636,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804009.00000,43412060.00000
9637,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804017.00000,43412071.00000
9638,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804003.00000,43412082.00000
9639,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804006.00000,43412093.00000
9640,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804006.00000,43412116.00000
9641,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901006.00000,43412138.00000
9642,4.00000,KwaZulu-Natal,4456.00000,KZN291 - Mandeni [Mandeni],52901010.00000,43412161.00000
9643,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804019.00000,43412183.00000
9644,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804020.00000,43412194.00000
9645,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804016.00000,43412206.00000
9646,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804016.00000,43412217.00000
9647,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804017.00000,43412228.00000
9648,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804016.00000,43412239.00000
9649,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804016.00000,43412240.00000
9650,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804017.00000,43412251.00000
9651,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804020.00000,43412262.00000
9652,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804019.00000,43412273.00000
9653,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804021.00000,43412284.00000
9654,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804020.00000,43412295.00000
9655,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804020.00000,43412307.00000
9656,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802011.00000,43412318.00000
9657,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804021.00000,43412329.00000
9658,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804014.00000,43412330.00000
9659,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804014.00000,43412341.00000
9660,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804013.00000,43412352.00000
9661,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804010.00000,43412363.00000
9662,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702005.00000,43412385.00000
9663,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804014.00000,43412396.00000
9664,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804021.00000,43412419.00000
9665,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804022.00000,43412420.00000
9666,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802011.00000,43412442.00000
9667,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802018.00000,43412453.00000
9668,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802014.00000,43412464.00000
9669,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802018.00000,43412475.00000
9670,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804014.00000,43412486.00000
9671,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701005.00000,43412497.00000
9672,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804022.00000,43412509.00000
9673,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702006.00000,43412510.00000
9674,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702020.00000,43412521.00000
9675,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702006.00000,43412532.00000
9676,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804026.00000,43412543.00000
9677,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702002.00000,43412554.00000
9678,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702007.00000,43412565.00000
9679,4.00000,KwaZulu-Natal,4443.00000,KZN272 - Jozini [Mkuze],52702003.00000,43412576.00000
9680,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804026.00000,43412587.00000
9681,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804025.00000,43412598.00000
9682,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804026.00000,43412600.00000
9683,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804026.00000,43412611.00000
9684,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804025.00000,43412622.00000
9685,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804024.00000,43412633.00000
9686,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804023.00000,43412644.00000
9687,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804022.00000,43412655.00000
9688,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804022.00000,43412666.00000
9689,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802018.00000,43412677.00000
9690,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802018.00000,43412688.00000
9691,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802022.00000,43412699.00000
9692,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802013.00000,43412701.00000
9693,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802016.00000,43412712.00000
9694,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802013.00000,43412723.00000
9695,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802015.00000,43412734.00000
9696,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802012.00000,43412745.00000
9697,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802012.00000,43412756.00000
9698,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802014.00000,43412767.00000
9699,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802023.00000,43412778.00000
9700,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802010.00000,43412789.00000
9701,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802010.00000,43412790.00000
9702,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802010.00000,43412802.00000
9703,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802010.00000,43412813.00000
9704,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802029.00000,43412824.00000
9705,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802029.00000,43412835.00000
9706,4.00000,KwaZulu-Natal,4442.00000,KZN271 - Umhlabuyalingana [Emangusi],52701007.00000,43412846.00000
9707,4.00000,KwaZulu-Natal,4452.00000,KZN284 - uMlalazi [Eshowe],52804023.00000,43412857.00000
9708,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802025.00000,43412868.00000
9709,4.00000,KwaZulu-Natal,4450.00000,KZN282 - uMhlathuze [Richards Bay],52802029.00000,43412879.00000
